SOURCE_KEY	NAME	DESIGNATION	RA	DEC	DISCOVERY_REFERENCE	OPT_TYPE	OPTICAL_REFERENCE	NIR_TYPE	NIR_REFERENCE	LIT_TYPE	LUMINOSITY_CLASS	METALLICITY_CLASS	OBJECT_TYPE	2MASS_J	2MASS_J_UNC	2MASS_H	2MASS_H_UNC	2MASS_KS	2MASS_KS_UNC	PARALLAX	PARALLAX_E	MU_RA	MU_RA_E	MU_DEC	MU_DEC_E	GRAVITY_CLASS_CRUZ	GRAVITY_CLASS_ALLERS	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	SBINARY	COMPANION	COMPANION_NAME	NOTE
10830	2MASS J11323833-1446374	J11323833-1446374	173.15971	-14.777056	2004AJ....127.2856B			M7	2004AJ....127.2856B	M7			VLM	15.826	0.09	15.621	0.117	15.33	0.196																
10831	2MASS J1138399-131421	J1138399-131421	174.66626	-13.239167				M/sdM	BUR-NP	M/sdM			VLM	15.175	0.058	14.636	0.055	14.665	0.099																
10832	TWA 26	J11395113-3159214	174.96304	-31.989279		M9				M9			VLM	12.686	0.026	11.996	0.022	11.503	0.023								VL-G	TW Hydrae		twa young looper					
10833	LEHPM 2-333	J11414421-2232204	175.4342	-22.539	2004AandA...421..763P			M8	BUR-NP	M8			VLM	12.633	0.023	11.996	0.024	11.569	0.023																
10834	2MASS J11422679-3904244	J11422679-3904244	175.61162	-39.073444	LOO-NP			M5	LOO-NP	M5			VLM	12.28	0.03	11.71	0.03	11.38	0.02																
10835	LSPM J1144+1351	J11444846+1351208	176.20192	13.855778				sd/esdM5	BUR-NP	sd/esdM5		sd	VLM	13.106	0.021	12.631	0.025	12.389	0.023											subdwarf					
10836	2MASS J11463232+0203414	J11463232+0203414	176.63466	2.0614998	2004AJ....127.2856B			M5	2004AJ....127.2856B	M5			VLM	15.892	0.098	15.681	0.167	15.467	0.244																
10837	2MASSW J1146345+223053	J11463449+2230527	176.64371	22.514639	1999ApJ...519..802K	L3	1999ApJ...519..802K			L3			VLM	14.165	0.028	13.182	0.026	12.59	0.026											binary lstd	Y				binary: a=0.29 at 199 deg (4/28/2000) (Reid et al. 2001)
10838	DENIS J114651.0-475438	J11465103-4754381	176.71263	-47.910583	LOO-NP			M8.5	LOO-NP	M8.5			VLM	14.897	0.044	14.149	0.048	13.619	0.039																
10839	SDSS J11491231-0153006	J11491231-0153006	177.3013	-1.8835	2010AJ....139.1808S	L1	2010AJ....139.1808S			L1			VLM	14.67	0.04	14.13	0.04	13.71	0.07											blue					
10840	2MASS J11494971-4012433	J11494971-4012433	177.45712	-40.212029									VLM	13.99				12.84																	
10841	DENIS J115037.9-285013	J1150379-285013	177.65791	-28.836945	LOO-NP	L?				L?			VLM	14.213	0.03	13.481	0.03	13.032	0.028																high pm source
10842	2MASS J11512807-3042298	J11512807-3042298	177.86696	-30.708279	LOO-NP			M3.5	LOO-NP	M3.5			VLM	12.47	0.04	12.02	0.05	11.52	0.04																
10843	2MASS 11530357-2857301	J11530357-2857301	178.26488	-28.958363									VLM	16.417	0.148	16.741	0.353	16.753																	
10844	2MASS J11532172-4013045	J11532172-4013045	178.34048	-40.217918	LOO-NP			M0	LOO-NP	M0			VLM	12.33	0.03	11.78	0.03	11.46	0.02																
10845	2MASS J11532691-3015414	J11532691-3015414	178.36212	-30.261499	LOO-NP			M5	LOO-NP	M5			VLM	12.31	0.03	11.75	0.03	11.42	0.03																
10846	2MASS J11533966+5032092	J11533966+5032092	178.41525	50.535889	2008AJ....136.1290R	L1:	2008AJ....136.1290R			L1:			VLM	14.189	0.029	13.305	0.025	12.851	0.026																
10847	GJ 3693	J11535267+0659561	178.46945	6.9989171	1991AJ....101..662B	M8	2011AJ....141...98B			M8			VLM	11.256	0.022	10.66	0.027	10.262	0.022																
10848	2MASS J11544223-3400390	J11544223-3400390	178.67595	-34.010834	2005AandA...440L..55B	L0	2008ApJ...689.1295K			L0			VLM	14.195	0.033	13.331	0.028	12.851	0.033											young					
10849	2MASSW J1155395-372735	J11553951-37273499	178.91463	-37.459694	2002ApJ...575..484G	L2	2002ApJ...575..484G			L2			VLM	12.811	0.024	12.04	0.026	11.462	0.021																
10850	LP 851-346	J11554286-2224586	178.92859	-22.416277	2003AandA...401..959P	M7.5	2003AandA...401..959P			M7.5			VLM	10.93	0.023	10.295	0.023	9.881	0.019																
10851	SDSS J115553.86+055957.5	J11555389+0559577	178.97455	5.9993615	2004AJ....127.3553K			L7.5	2004AJ....127.3553K	L7.5			VLM	15.66	0.077	14.703	0.07	14.118	0.074																
10852	2MASS J1156236+021341	J1156236+021341	179.09833	2.2280555	BUR-NP			M7	BUR-NP	M7			VLM	15.333	0.064	15.103	0.104	14.535	0.104																
10853	2MASS J11563426-4046530	J11563426-4046530	179.14275	-40.781387	LOO-NP			M6pec	LOO-NP	M6pec			VLM	12.97	0.03	12.43	0.03	12.06	0.03								INT-G			young					
10854	DENIS-P J1157480-484442	J11574809-48444283	179.45036	-48.745224	2008MNRAS.383..831P	L0.5+/-1	2008MNRAS.383..831P			L0.5+/-1			VLM	14.007	0.034	13.326	0.032	12.793	0.029																
10855	2MASS J11582077+0435014	J11582077+0435014	179.58653	4.5837226		sdL7	2010ApJS..190..100K	sdL7	2010ApJS..190..100K	sdL7		sd	VLM	15.611	0.055	14.684	0.064	14.439	0.064											subdwarf					
10856	DENIS-P J1159+0057	J11593850+00572679	179.91042	0.95741665	1999AJ....118.2466M	L0	2002AJ....123.3409H			L0			VLM	14.084	0.028	13.31	0.025	12.811	0.03																
10857	SDSS J11594072+5409386	J11594072+5409386	179.91968	54.160725	2010AJ....139.1808S	L2	2010AJ....139.1808S			L2			VLM	15.22	0.04	14.34	0.04	13.76	0.04																
10858	SDSSp J120358.19+001550.3	J12035811+00155000	180.99213	0.2638889	2000AJ....119..928F	L3	2000AJ....119..928F			L3			VLM	14.006	0.026	13.056	0.024	12.476	0.024																
10859	TWA 38	J12035905-3821402	180.99605	-38.361164	LOO-NP			M8pec	LOO-NP	M8pec			VLM	13.77	0.03	13.12	0.03	12.69	0.03								VL-G	TW Hydrae		twa young looper					
10860	2MASSI J1204303+321259	J12043036+32125950	181.1265	32.21653	2003AJ....126.2421C	L0	2003AJ....126.2421C	M9	2003IAUS..211..197W	L0			VLM	13.818	0.035	13.091	0.038	12.515	0.028																
10861	LSPM J1205+1513	J12053656+1513229	181.40233	15.223027				sdM5	BUR-NP	sdM5		sd	VLM	16.049	0.073	15.52	0.101	15.37	0.135											subdwarf					
10862	2MASS J12054302-3237178A	J12054302-3237178	181.42924	-32.621609	LOO-NP			M4pec	LOO-NP	M4pec			VLM	10.85	0.03	10.38	0.03	10.07	0.03																
10863	2MASS J12054302-3237178B	J12054302-3237178	181.42924	-32.621609	LOO-NP			M5pec	LOO-NP	M5pec			VLM	12.65	0.05	12.15	0.03	11.81	0.03																
10864	SDSS J120602.51+281328.7	J12060248+2813293	181.51033	28.224806	2006AJ....131.2722C			T3	2006AJ....131.2722C	T3			VLM	16.541	0.109	15.815	0.126	15.817																	
10865	SDSS J12061049+6242572	J12061049+6242572	181.5437	62.715889	2010AJ....139.1808S	L1	2010AJ....139.1808S			L1			VLM	15.65	0.07	14.75	0.07	13.95	0.07																
10866	DENIS J1206501-393725	J12065011-3937261	181.7088	-39.623917	2010AandA...517A..53M	L2	2010AandA...517A..53M			L2			VLM	14.316	0.032	13.598	0.029	13.094	0.026																
10867	2MASS J12070374-3151298	J12070374-3151298	181.76558	-31.858278	2008AJ....136.1290R	L3:	2008AJ....136.1290R			L3:			VLM	15.85	0.066	14.719	0.052	13.997	0.057																
10868	TWA 31	J12071089-3230537	181.79538	-32.514915	SHK11A			M6pec	LOO-NP	M6pec			VLM	13.048	0.022	12.49	0.024	12.115	0.021								VL-G	TW Hydrae		twa young looper					
10869	2MASSW J1207334-393254A	J12073350-3932544	181.88959	-39.548443		M8	2002ApJ...575..484G			M8			VLM	12.995	0.026	12.388	0.027	11.945	0.026								VL-G	TW Hydrae		twa young					
10870	2MASS J12073804-3909050	J12073803-39090500	181.90846	-39.15139	2008AJ....136.1290R	L2:	2008AJ....136.1290R			L2:			VLM	14.689	0.04	13.817	0.027	13.244	0.038																
10871	SDSS J120747.17+024424.8	J12074717+0244249	181.94653	2.7402501	2002AJ....123.3409H	L8	2002AJ....123.3409H	T0	2006ApJ...637.1067B	L8			VLM	15.58	0.071	14.561	0.065	13.986	0.059											tstd binary	Y				
10872	1209-3041	J12090173-3041352	182.2572	-30.69311									VLM	9.751	0.026	9.385	0.022	9.294	0.021																
10873	LSPM J1209+4330	J12094860+4330054	182.4525	43.501499				sdM6	BUR-NP	sdM6		sd	VLM	15.269	0.053	14.942	0.087	14.647	0.089											subdwarf					
10874	2MASS J12095613-1004008	J12095613-1004008	182.48387	-10.066889	2004AJ....127.2856B	T3.5	2008ApJ...689.1295K	T3	2006ApJ...637.1067B	T3			VLM	15.914	0.074	15.329	0.092	15.062	0.141											tstd binary	Y				
10875	2MASS J12095922-2608116AB	J12095922-2608116	182.49675	-26.136555	LOO-NP			K1	LOO-NP	K1			STAR	12.41	0.05	12.12	0.06	11.79	0.04											binary	Y				
10876	2MASS J12114553-2821567	J12114553-2821567	182.93971	-28.365751									VLM	15.209	0.057	14.356	0.045	13.232	0.031								VL-G	TW Hydrae		twa young					
10877	2MASS J12121714-2253451	J12121714-2253451	183.07141	-22.895861	2004AJ....127.2856B			M7	2004AJ....127.2856B	M7			VLM	15.688	0.079	15.404	0.146	15.035	0.137																
10878	2MASS J12123389+0206280	J12123389+0206280	183.1412	2.1077776	CRU-NP	L1:				L1:			VLM	16.128	0.128	15.002	0.077	14.192	0.085																
10879	2MASSI J1213033-043243	J12130335-04324369	183.26396	-4.5454445	2003AJ....126.2421C	L5	2003AJ....126.2421C			L5			VLM	14.683	0.035	13.648	0.025	13.014	0.03																possible spectral binary
10880	SDSS J121440.95+631643.4	J12144089+6316434	183.67038	63.278721	2006AJ....131.2722C			T3.5+/-1	2006AJ....131.2722C	T3.5+/-1			VLM	16.586	0.119	15.779	0.162	15.877	0.233																
10881	2MASS J12154432-3420591	J12154432-3420591	183.93466	-34.349751	2007AJ....134.1162L			T4.5	2007AJ....134.1162L	T4.5			VLM	16.236	0.134	15.809	0.187	16.317																	
10882	2MASS J12154938-0036387	J12154938-0036387	183.95575	-0.61075002				M7.5	2010ApJS..190..100K	M7.5			VLM	14.878	0.033	14.209	0.043	13.928	0.062																
10883	2MASS J12165763-3127516	J12165763-3127516	184.24013	-31.464334	LOO-NP			M4	LOO-NP	M4			VLM	12.47	0.03	9.96	0.03	9.65	0.03																
10884	SDSS J121659.17+300306.3	J12165918+3003054	184.24657	30.051498	2006AJ....131.2722C			L3.5+/-1	2006AJ....131.2722C	L3.5+/-1			VLM	17.072	0.199	15.739	0.14	15.813	0.231																
10885	DENIS J121702.6-341847	J1217026-341847	184.26083	-34.313053	LOO-NP			M9.5	LOO-NP	M9.5			VLM	14.744	0.037	14.005	0.038	13.491	0.047																
10886	2MASSI J1217110-031113	J12171110-0311131	184.29625	-3.1869724	1999ApJ...522L..65B	T7	2003ApJ...594..510B	T7.5	2006ApJ...637.1067B	T7.5			VLM	15.86	0.061	15.748	0.119	15.887																	
10887	2MASS J12172372-0237369	J12172372-0237369	184.34885	-2.6269169	2011ApJ...732...56G			L4	2011ApJ...732...56G	L4			VLM	16.9																					
10888	2MASS J12174683-3804157	J12174683-3804157	184.44513	-38.071026	LOO-NP								VLM	12.89				11.95																	
10889	LSPM J1218+1325	J12182812+1325080	184.61717	13.418889				sdM6	BUR-NP	sdM6		sd	VLM	15.84	0.073	15.431	0.118	15.094	0.146											subdwarf					
10890	2MASS J12192675-2800225	J12192675-2800225	184.86147	-28.00625	LOO-NP			M5	LOO-NP	M5			VLM	12.66	0.03	12.08	0.03	11.72	0.03																
10891	SDSS J121951.45+312849.4	J12195156+3128497	184.96483	31.480473	2006AJ....131.2722C			L8	2006AJ....131.2722C	L8			VLM	15.913	0.082	14.907	0.074	14.305	0.072																
10892	2MASS J12212770+0257198	J12212770+0257198	185.36542	2.9555001	2008AJ....136.1290R	L0	2008AJ....136.1290R			L0			VLM	13.169	0.023	12.41	0.025	11.953	0.026																
10893	2MASS J12214852-3652349B	J12214852-3652349	185.45216	-36.876358	LOO-NP								VLM																	companion			Y	2MASS J12214852-3652349A	
10894	2MASS J12214852-3652349A	J12214852-3652349	185.45216	-36.876358	LOO-NP								VLM																	companion			Y	2MASS J12214852-3652349B	
10895	2MASS J12214852-3652349AB	J12214852-3652349	185.45216	-36.876358	LOO-NP								VLM	12.21				11.24												binary	Y				
10896	WISE J122152.28-313600.8	J12215228-3136008	185.46785	-31.600224	2013ApJS..205....6M			T6.5	2013ApJS..205....6M	T6.5			VLM	16.38	0.13	16.06	0.18	15.63																	
10897	V* VX Crv	J12215248-1353102	185.46867	-13.886167	1928AJ.....38...99R			M9III	1997ApJ...476..311K	M9III	III		VLM	8.659	0.026	7.892	0.031	7.344	0.021											giant					
10898	2MASS J12223227-4002121	J12223227-4002121	185.63446	-40.036694	LOO-NP			M7	LOO-NP	M7			VLM	12.601	0.024	11.977	0.023	11.617	0.023																
10899	LEHPM 2-9	J12235741-2757504	185.98921	-27.964001	2004AandA...421..763P			M7	BUR-NP	M7			VLM	11.977	0.022	11.401	0.021	11.069	0.023																
10900	2MASS J12242308-2744379A	J12242308-2744379	186.09616	-27.743862	LOO-NP								VLM	12.552	0.033	11.942	0.044	11.563	0.027																
10901	2MASS J12242308-2744379B	J12242308-2744379	186.09616	-27.743862	LOO-NP								VLM	12.552	0.033	11.942	0.044	11.563	0.027																
10902	BRI 1222-1222	J12245222-1238352	186.21758	-12.643111	TIN93A	M9				M9			VLM	12.571	0.024	11.822	0.026	11.353	0.025																
10903	2MASS J12255432-2739466	J12255432-2739466	186.47633	-27.662945	1999ApJ...522L..65B	T6	2003ApJ...594..510B	T6	2006ApJ...637.1067B	T6			VLM	15.26	0.047	15.098	0.081	15.073	0.148											binary	Y				"binary: a=0.282+/-0.005, PA=250+/-7 (Burgasser et al. 2003)"
10904	WISE J122558.86-101345.0	J12255886-1013450	186.49525	-10.229166	2013ApJS..205....6M			T6	2013ApJS..205....6M	T6			VLM	16.43	0.1	16.3	0.22	15.87																	
10905	TWA 32AB	J12265135-3316124	186.71396	-33.270111	SHK11A	M6.5	LOO-NP	M6pec	LOO-NP	M6.5			VLM	10.691	0.024	10.122	0.028	9.783	0.025								VL-G	TW Hydrae		twa young					
10906	2MASS J12265204-5236180	J12265204-5236180	186.71684	-52.605									VLM	16.113	0.105	14.494	0.06	13.572	0.039																
10907	2MASS J1227050-0447207	J1227050-0447207	186.77083	-4.7890835	2007ApJ...657..494B	usdM8.5	2007ApJ...657..494B	esdM8	BUR-NP	usdM8.5		usd	VLM	15.5	0.05	15.23	0.07	14.92	0.12											subdwarf					
10908	LSPM J1227+2512	J12274209+2512586	186.92538	25.216278				sdM6	BUR-NP	sdM6		sd	VLM	14.792	0.035	14.259	0.054	14.116	0.055											subdwarf					
10909	DENIS-P J1228.2-1547	J12281523-1547342	187.06345	-15.792833	1997AandA...327L..25D	L5	1999ApJ...519..802K	L6+/-2	2004AJ....127.3553K	L5			VLM	14.378	0.03	13.347	0.032	12.767	0.03											binary lstd	Y				binary: a=0.2554+/-0.0028 at 18.3+/-0.3 deg (6/16/2001) (Bouy et al. 2003)
10910	DENIS J122824.2-241559	J1228242-241559	187.10083	-24.266388	LOO-NP			L0	LOO-NP	L0			VLM	14.75	0.05	14.03	0.05																		
10911	HD 108849	J12302102+0424590	187.58759	4.416389		M7 III				M7 III	III		VLM	0.544	0.186	-0.376	0.186	-0.73	0.214											giant					
10912	2MASS J12304562+2827583	J12304562+2827583	187.69009	28.466196	2009AJ....137..304S			L4:	2010ApJS..190..100K	L4:			VLM	16.073	0.088	15.005	0.081	14.434	0.062																
10913	2MASS J12304602+2827515	J12304602+2827515	187.69174	28.464306	2009AJ....137..304S			L4:	2010ApJS..190..100K	L4:			VLM	16.073	0.088	15.005	0.081	14.434	0.062																
10914	DENIS J123105.9-501800	J12310625-5018025	187.77603	-50.300694	LOO-NP	M9 pec	LOO-NP	M8.5pec	LOO-NP	M9 pec			VLM	14.83	0.03	14.19	0.06										INT-G			young					
10915	2MASS J12312141+4959234	J12312141+49592339	187.8392	49.989807	2007AJ....133..439C	L2	2007AJ....133..439C			L2			VLM	14.617	0.035	13.709	0.029	13.135	0.028																
10916	2MASS J12314753+0847331	J12314753+0847331	187.94803	8.7925282	2004AJ....127.2856B			T5.5	2006ApJ...637.1067B	T5.5			VLM	15.57	0.072	15.309	0.112	15.22	0.195																
10917	2MASS J12321827-0951502	J12321827-0951502	188.07614	-9.863945	2008AJ....136.1290R	L0	2008AJ....136.1290R			L0			VLM	13.727	0.027	13.074	0.021	12.554	0.03																
10918	LSPM J1234+2037	J12341578+2037054	188.56575	20.618166				sdM6	BUR-NP	sdM6		sd	VLM	13.746	0.025	13.252	0.036	13.044	0.029											subdwarf					
10919	2MASS J12341814+0008359	J12341814+0008359	188.57559	0.14330557	2010ApJS..190..100K			M7	2010ApJS..190..100K	M7			VLM	17.105	0.217	16.159	0.165	15.382	0.205																
10920	2MASS J12372934-4044510	J12372934-4044510	189.37225	-40.747501	LOO-NP								VLM	16.412	0.104	15.663	0.096	15.009	0.124																
10921	2MASS J12373441+3028596	J12373441+3028596	189.39339	30.483223	2009AJ....137..304S			M7.5	2009AJ....137..304S	M7.5			VLM	13.579	0.026	12.959	0.024	12.555	0.024																
10922	2MASS J12373919+6526148	J12373919+6526148	189.4133	65.437447	1999ApJ...522L..65B	T7	2003ApJ...594..510B	T6.5	2006ApJ...637.1067B	T6.5			VLM	16.053	0.086	15.739	0.145	16.058																	
10923	2MASSW J1239272+551537	J12392727+5515371	189.86362	55.260307	2000AJ....120..447K	L5	2000AJ....120..447K			L5			VLM	14.711	0.032	13.568	0.033	12.792	0.029											binary	Y				binary: a=0.213 at 7 deg. (3/18/2001) (Gizis et al. 2003)
10924	DENIS J124025.0-242041	J12402533-2420356	190.10555	-24.343224	LOO-NP			M8	LOO-NP	M8			VLM	14.33	0.03	13.65	0.03																		
10925	2MASS J12414645-2238178	J12414645-2238178	190.44354	-22.638277	2010ApJS..190..100K			M8.5	2010ApJS..190..100K	M8.5			VLM	15.689	0.066	14.877	0.053	14.422	0.07																
10926	2MASS J12425052+2357231	J12425052+2357231	190.71049	23.956417	2010ApJS..190..100K			M9		M9			VLM	15.11	0.045	14.349	0.04	13.854	0.045																
10927	TWA 29	J12451416-4429077	191.30899	-44.485474		M9.5				M9.5			VLM	14.518	0.032	13.8	0.033	13.369	0.036								VL-G	TW Hydrae		twa young					
10928	SDSS J12455566+4902109	J12455566+4902109	191.48192	49.036362	2010AJ....139.1808S	L1	2010AJ....139.1808S			L1			VLM	15.95	0.07	15.36	0.09	15.2	0.14																
10929	DENIS J124633.5-531417	J12463317-5314209	191.6382	-53.23914	LOO-NP	M9e	LOO-NP	M8.5	LOO-NP	M9e			VLM	15.01	0.04	14.39	0.04																		
10930	2MASSW J1246467+402715	J12464677+40271500	191.69487	40.454166	2000AJ....120..447K	L4	2000AJ....120..447K			L4			VLM	15.088	0.046	13.942	0.037	13.281	0.039																
10931	2MASS J12471472-0525130	J12471472-0525130	191.81134	-5.4202776	2010ApJS..190..100K			M4.5	2010ApJS..190..100K	M4.5			VLM	10.126	0.027	9.62	0.026	9.291	0.021																
10932	DENIS J124744.2-381646	J12474364-3816455	191.93184	-38.279305	LOO-NP	M9pec	LOO-NP	M9pec	LOO-NP	M9pec			VLM	14.79	0.03	14.1	0.04										INT-G			young					
10933	2MASS J12474944-1117551	J12474944-1117551	191.95599	-11.298639	2010ApJS..190..100K			L0:	2010ApJS..190..100K	L0:			VLM	15.991	0.072	15.104	0.091	14.725	0.096																
10934	2MASS J1247504-015214	J1247504-015214	191.96001	-1.8705555	2007AJ....133.2825R	galaxy?	2007AJ....133.2825R	galaxy?		galaxy?			GAL	16.424	0.123	15.488	0.132	15.318	0.177																
10935	2MASS J12490476-3454014	J12490476-3454014	192.26982	-34.900391	2007AJ....133.2825R	galaxy?	2007AJ....133.2825R	galaxy?		galaxy?			GAL	16.367	0.189	15.055		14.287																	
10936	2MASS J12490872+4157286	J12490872+4157286	192.28633	41.957947	2010ApJS..190..100K			M9	2010ApJS..190..100K	M9			VLM	15.405	0.049	14.678	0.056	14.162	0.047																
10937	SDSS J125128.43+624310.7	J12512843+6243107	192.86847	62.719639	2009AandA...497..619Z	L4	2009AandA...497..619Z			L4			VLM	15.485	0.058	14.858	0.056	14.357	0.071																
10938	TWA 34	J12520990-4948287	193.04126	-49.807972	LOO-NP			M9pec	LOO-NP	M9pec			VLM	13.76	0.03	13.15	0.02	12.72	0.03								VL-G	TW Hydrae		twa young					
10939	2MASS J1252301-432155	J1252301-432155	193.12541	-43.365276	BUR-NP			d/sdM6?	BUR-NP	d/sdM6?		d/sd	VLM	15.949	0.105	15.332	0.137	15.602	0.247											subdwarf					
10940	2MASS J12531161+2728145	J12531161+2728145	193.29837	27.470695	2009AJ....137..304S			M8.5	2009AJ....137..304S	M8.5			VLM	16.404	0.112	15.901	0.17	15.366	0.172																
10941	DENIS J125409.1-534512	J12540795-5345062	193.53313	-53.75172	LOO-NP	M8e	LOO-NP	M8	LOO-NP	M8e			VLM	14.921	0.037	14.252	0.039	13.888	0.061																
10942	DENIS J125409.1-534512	J12540918-5345134	193.53824	-53.753723	LOO-NP	M8e	LOO-NP	M8	LOO-NP	M8e			VLM	14.921	0.037	14.252	0.039	13.888	0.061																
10943	2MASS J12542000+0009133	J12542000+0009133	193.58333	0.15369445	2010MNRAS.404.1817Z	L2.5::	2010MNRAS.404.1817Z			L2.5::			VLM	15.775	0.117	15.196	0.119	12.747																	this is not an L dwarf
10944	WISE J125448.52-072828.4	J12544852-0728284	193.70215	-7.4745555	2013PASP..125..809T			T7	2013PASP..125..809T	T7			VLM	17.3	0.01	17.63	0.03																		
10945	SDSSp J125453.90-012247.4	J12545393-0122474	193.7247	-1.3798333	LEG00A	T2	2003ApJ...594..510B	T2	2006ApJ...637.1067B	T2			VLM	14.891	0.035	14.09	0.025	13.837	0.054											tstd					
10946	SDSS J125637.16-022452.2	J12563716-0224522	194.15485	-2.4145	SIV09A	sdL3.5	2009ApJ...697..148B			sdL3.5		sd	VLM	16.099	0.105	15.792	0.148	15.439												subdwarf					
10947	2MASS J12565688+0146163	J12565688+0146163	194.23701	1.7711945	2008AJ....136.1290R	L2:	2008AJ....136.1290R			L2:			VLM	14.48	0.03	13.516	0.031	12.791	0.03																
10948	1257-0204	J1257-0204	194.25	-2.0666666				sdM4		sdM4		sd	VLM																	subdwarf					
10949	WISE J125715.90+400854.2	J12571590+4008542	194.31624	40.148392	2013ApJS..205....6M			T7	2013ApJS..205....6M	T7			VLM	17.23	0.09	16.96	0.13	17	0.19																
10950	SDSSp J125737.26-011336.1	J12573726-0113360	194.40524	-1.2266667	2002ApJ...564..466G	L4	2002AJ....123.3409H	L5	2004AJ....127.3553K	L4			VLM	15.941	0.084	14.722	0.057	14.123	0.07																
10951	2MASSW J1300425+191235	J13004255+1912354	195.17729	19.209833	2000AJ....120.1085G	L1	2000AJ....120.1085G	L3	2008ApJ...674..451B	L1			VLM	12.717	0.022	12.08	0.023	11.624	0.02											blue					
10952	2MASS J13015465-1510223	J13015464-15102229	195.47766	-15.172833	2008AJ....136.1290R	L1	2008AJ....136.1290R			L1			VLM	14.538	0.037	13.665	0.027	13.098	0.03																
10953	HD 113285	J13023797+0511083	195.65822	5.1856389		M8 III				M8 III	III		VLM	14.276	0.03	14.002	0.043	13.794	0.039											giant					
10954	2MASS J13023811+5650212	J13023811+5650212	195.6588	56.839222	2010ApJS..190..100K	L2	2010ApJS..190..100K	L3pec	2010ApJS..190..100K	L2			VLM	16.36	0.122	15.469	0.105	14.972	0.123											blue					
10955	2MASS J13032137+2351110	J13032137+2351110	195.83904	23.853056	2010ApJS..190..100K			M	2010ApJS..190..100K	M			VLM	10.408	0.023	9.83	0.024	9.716	0.019																
10956	LSPM J1303+5115	J13035292+5115064	195.9705	51.251778				sdM6	BUR-NP	sdM6		sd	VLM	15.775	0.07	15.348	0.118	15.172	0.167											subdwarf					
10957	Kelu-1	J13054019-2541059	196.41745	-25.684971	RUI97A	L2	1999ApJ...519..802K	L0.5p	STU08A	L2			VLM	13.414	0.026	12.392	0.025	11.747	0.023											binary lstd	Y				"binary: a=0.298+/-0.003 at 221.3+/-0.9 deg (7/31/2005) Gelino, Kulkarni, Stephens (2006).  See also Liu and Leggett (2005)"
10958	GJ 499C	J13054106+2046394	196.42108	20.777611	2003AJ....126.2421C	L4:	2003AJ....126.2421C			L4:			VLM	15.201	0.053	14.04	0.042	13.368	0.039											companion			Y	GJ 499AB	companion to GJ 499AB; Gomes et al. (2013)
10959	2MASS J13061727+3820296	J13061726+38202960	196.57191	38.341553	2008AJ....136.1290R	L0	2008AJ....136.1290R			L0			VLM	14.63	0.031	13.797	0.04	13.219	0.035																
10960	WISE J130740.45-463035.1	J13074045-4630351	196.91855	-46.50975	2013PASP..125..809T			M I?	2013PASP..125..809T	M I?	I		VLM	17.17	0.22	16.03	0.18	15.4	0.18											giant					
10961	2MASS J13080147+3553169	J13080147+3553169	197.00612	35.888031	2010ApJS..190..100K			M8	2010ApJS..190..100K	M8			VLM	15.646	0.054	14.935	0.063	14.72	0.079																
10962	2MASS J13081228+6103486	J13081228+6103486	197.05116	61.063499	2011ApJ...732...56G			L2	2011ApJ...732...56G	L2			VLM	16.7																					
10963	SDSS J131142.1+362923.9	J13114192+3629247	197.92467	36.490196	2009AandA...497..619Z	L6	2009AandA...497..619Z	L5 pec (blue)	2011ApJS..197...19K	L6			VLM	15.545	0.053	14.752	0.056	14.14	0.049											blue sbinary		Y			
10964	2MASS J13120700+3937440	J13120700+3937440	198.02916	39.628887		L0:				L0:			VLM	14.14				12.89																	
10965	HD 114762B	J13121941+1731039	198.08087	17.51775	PAT02A			d/sdM9+/-1	BOW09	d/sdM9+/-1		d/sd	VLM	13.74	0.1	13.39	0.1	13.01	0.1											subdwarf companion			Y	HD 114762A	3.3 companion to sdF9 HD114762
10966	DENIS J131220.3-532612	J1312203-532612	198.08458	-53.436668	LOO-NP			M8.5pec	LOO-NP	M8.5pec			VLM	14.63	0.04	13.9	0.03													young					nearby K III
10967	1312+0051	J13122327+0051493	198.09695	0.86369449									VLM																						what is this?
10968	LSPM J1313+3322	J13133115+3322468	198.37979	33.379665				sdM6	BUR-NP	sdM6		sd	VLM	15.534	0.055	14.974	0.065	14.847	0.099											subdwarf					
10969	2MASSI J1315309-264951	J13153094-2649513	198.87892	-26.830917	HAL02A	L5.5	2008ApJ...689.1295K			L5.5			VLM	15.195	0.051	14.058	0.035	13.462	0.043											binary sbinary	Y	Y			
10970	SDSS J13154368+2334580	J13154368+2334580	198.93201	23.582779	2010AJ....139.1808S	L1	2010AJ....139.1808S			L1			VLM	15.81	0.07	15.04	0.08	14.77	0.09																
10971	2MASS J13175884-1427007	J13175884-1427007	199.49516	-14.450194									VLM	16.107	0.113	16.145	0.21	15.343																	
10972	2MASS J13184794+1736117	J13184794+1736117	199.69975	17.603251	2010ApJS..190..100K			L5.5	2010ApJS..190..100K	L5.5			VLM	16.341	0.101	15.227	0.094	14.533	0.06																
10973	2MASS J1319369-125728	J1319369-125728	199.90375	-12.957778	BUR-NP			M7	BUR-NP	M7			VLM	15.374	0.064	14.736	0.061	14.828	0.134																
10974	WISE J132004.16+603426.3	J13200416+6034263	200.01733	60.573971	2011ApJS..197...19K			T6.5	2011ApJS..197...19K	T6.5			VLM	16.789	0.188	16.806		15.622																	
